pno,ano
437,2998
437,2999
437,3000
438,3001
438,3002
438,3003
438,3004
438,3005
438,3006
526,3007
526,3008
526,3009
526,3010
526,3011
526,3012
527,3013
527,3014
527,3015
527,3016
527,3017
527,3018
528,3019
528,3020
528,3021
528,3022
528,3023
528,3024
349,3025
349,3026
349,3027
349,3028
349,3029
349,3030
350,3031
350,3032
350,3033
350,3034
350,3035
350,3036
351,3037
351,3038
351,3039
351,3040
351,3041
351,3042
439,3043
439,3044
439,3045
439,3046
439,3047
439,3048
440,3049
440,3050
440,3051
440,3052
440,3053
440,3054
441,3055
441,3056
441,3057
441,3058
441,3059
441,3060
529,3061
529,3062
529,3063
529,3064
529,3065
529,3066
530,3067
530,3068
530,3069
530,3070
530,3071
530,3072
531,3073
531,3074
531,3075
531,3076
531,3077
531,3078
352,3079
352,3080
352,3081
352,3082
352,3083
352,3084
353,3085
353,3086
353,3087
353,3088
353,3089
353,3090
354,3091
354,3092
354,3093
354,3094
354,3095
354,3096
442,3097
442,3098
442,3099
442,3100
442,3101
442,3102
443,3103
443,3104
443,3105
443,3106
443,3107
443,3108
444,3109
444,3110
444,3111
444,3112
444,3113
444,3114
532,3115
532,3116
532,3117
532,3118
532,3119
532,3120
533,3121
533,3122
533,3123
533,3124
533,3125
533,3126
534,3127
534,3128
534,3129
534,3130
534,3131
534,3132
355,3133
355,3134
355,3135
355,3136
355,3137
355,3138
356,3139
356,3140
356,3141
356,3142
356,3143
356,3144
357,3145
357,3146
357,3147
357,3148
357,3149
357,3150
445,3151
445,3152
445,3153
445,3154
445,3155
445,3156
446,3157
446,3158
446,3159
446,3160
446,3161
446,3162
447,3163
447,3164
447,3165
447,3166
447,3167
447,3168
535,3169
535,3170
535,3171
535,3172
535,3173
535,3174
536,3175
536,3176
536,3177
536,3178
536,3179
536,3180
537,3181
537,3182
537,3183
537,3184
537,3185
537,3186
358,3187
358,3188
358,3189
358,3190
358,3191
358,3192
359,3193
359,3194
359,3195
359,3196
359,3197
359,3198
360,3199
360,3200
360,3201
360,3202
360,3203
360,3204
448,3205
448,3206
448,3207
448,3208
448,3209
448,3210
449,3211
449,3212
449,3213
449,3214
449,3215
449,3216
450,3217
450,3218
450,3219
450,3220
450,3221
450,3222
538,3223
538,3224
538,3225
538,3226
538,3227
538,3228
539,3229
539,3230
539,3231
539,3232
539,3233
539,3234
540,3235
540,3236
540,3237
540,3238
540,3239
540,3240
541,3241
541,3242
541,3243
541,3244
541,3245
541,3246
542,3247
542,3248
542,3249
542,3250
542,3251
542,3252
543,3253
543,3254
543,3255
543,3256
543,3257
543,3258
631,3259
631,3260
631,3261
631,3262
631,3263
631,3264
632,3265
632,3266
632,3267
632,3268
632,3269
632,3270
633,3271
633,3272
633,3273
633,3274
633,3275
633,3276
721,3277
721,3278
721,3279
721,3280
721,3281
721,3282
722,3283
722,3284
722,3285
722,3286
722,3287
722,3288
723,3289
723,3290
723,3291
723,3292
723,3293
723,3294
544,3295
544,3296
544,3297
544,3298
544,3299
544,3300
545,3301
545,3302
545,3303
545,3304
545,3305
545,3306
546,3307
546,3308
546,3309
546,3310
546,3311
546,3312
634,3313
634,3314
634,3315
634,3316
634,3317
634,3318
635,3319
635,3320
635,3321
635,3322
635,3323
635,3324
636,3325
636,3326
636,3327
636,3328
636,3329
636,3330
724,3331
724,3332
724,3333
724,3334
724,3335
724,3336
725,3337
725,3338
725,3339
725,3340
725,3341
725,3342
726,3343
726,3344
726,3345
726,3346
726,3347
726,3348
547,3349
637,3350
547,3351
637,3352
547,3353
637,3354
547,3355
637,3356
547,3357
637,3358
547,3359
637,3360
548,3361
548,3362
548,3363
548,3364
548,3365
548,3366
549,3367
549,3368
549,3369
549,3370
549,3371
549,3372
638,3373
638,3374
638,3375
638,3376
638,3377
638,3378
639,3379
639,3380
639,3381
639,3382
639,3383
639,3384
727,3385
727,3386
727,3387
727,3388
727,3389
727,3390
728,3391
728,3392
728,3393
728,3394
728,3395
728,3396
729,3397
729,3398
729,3399
729,3400
729,3401
729,3402
550,3403
550,3404
550,3405
550,3406
550,3407
550,3408
551,3409
551,3410
551,3411
551,3412
551,3413
551,3414
552,3415
552,3416
552,3417
552,3418
552,3419
552,3420
640,3421
640,3422
640,3423
640,3424
640,3425
640,3426
641,3427
641,3428
641,3429
641,3430
641,3431
641,3432
642,3433
642,3434
642,3435
642,3436
642,3437
642,3438
730,3439
730,3440
730,3441
730,3442
730,3443
730,3444
731,3445
731,3446
731,3447
731,3448
731,3449
731,3450
732,3451
732,3452
732,3453
732,3454
732,3455
732,3456
553,3457
553,3458
553,3459
553,3460
553,3461
553,3462
554,3463
554,3464
554,3465
554,3466
554,3467
554,3468
555,3469
555,3470
555,3471
555,3472
555,3473
555,3474
643,3475
643,3476
643,3477
643,3478
643,3479
643,3480
644,3481
644,3482
644,3483
644,3484
644,3485
644,3486
645,3487
645,3488
645,3489
645,3490
645,3491
645,3492
733,3493
733,3494
733,3495
733,3496
733,3497
733,3498
734,3499
734,3500
734,3501
734,3502
734,3503
734,3504
735,3505
735,3506
735,3507
735,3508
735,3509
735,3510
556,3511
556,3512
556,3513
556,3514
556,3515
556,3516
557,3517
557,3518
557,3519
557,3520
557,3521
557,3522
558,3523
558,3524
558,3525
558,3526
558,3527
558,3528
646,3529
646,3530
646,3531
646,3532
646,3533
646,3534
647,3535
647,3536
647,3537
647,3538
647,3539
647,3540
648,3541
648,3542
648,3543
648,3544
648,3545
648,3546
736,3547
736,3548
736,3549
736,3550
736,3551
736,3552
737,3553
737,3554
737,3555
737,3556
737,3557
737,3558
738,3559
738,3560
738,3561
738,3562
738,3563
738,3564
559,3565
559,3566
559,3567
559,3568
559,3569
559,3570
560,3571
560,3572
560,3573
560,3574
560,3575
560,3576
561,3577
561,3578
561,3579
561,3580
561,3581
561,3582
649,3583
649,3584
649,3585
649,3586
649,3587
649,3588
650,3589
650,3590
650,3591
650,3592
650,3593
650,3594
651,3595
651,3596
651,3597
651,3598
651,3599
651,3600
739,3601
739,3602
739,3603
739,3604
739,3605
739,3606
740,3607
740,3608
740,3609
740,3610
740,3611
740,3612
741,3613
741,3614
741,3615
741,3616
741,3617
741,3618
562,3619
562,3620
562,3621
562,3622
562,3623
562,3624
563,3625
563,3626
563,3627
563,3628
563,3629
563,3630
564,3631
564,3632
564,3633
564,3634
564,3635
564,3636
652,3637
652,3638
652,3639
652,3640
652,3641
652,3642
653,3643
653,3644
653,3645
653,3646
653,3647
653,3648
654,3649
654,3650
654,3651
654,3652
654,3653
654,3654
742,3655
742,3656
742,3657
742,3658
742,3659
742,3660
743,3661
743,3662
743,3663
743,3664
743,3665
743,3666
744,3667
744,3668
744,3669
744,3670
744,3671
744,3672
565,3673
565,3674
565,3675
565,3676
565,3677
565,3678
566,3679
566,3680
566,3681
566,3682
566,3683
566,3684
567,3685
567,3686
567,3687
567,3688
567,3689
567,3690
655,3691
655,3692
655,3693
655,3694
655,3695
655,3696
656,3697
656,3698
656,3699
656,3700
656,3701
656,3702
657,3703
657,3704
657,3705
657,3706
657,3707
657,3708
745,3709
745,3710
745,3711
745,3712
745,3713
745,3714
746,3715
746,3716
746,3717
746,3718
746,3719
746,3720
747,3721
747,3722
747,3723
747,3724
747,3725
747,3726
568,3727
568,3728
568,3729
568,3730
568,3731
568,3732
569,3733
569,3734
569,3735
569,3736
569,3737
569,3738
570,3739
570,3740
570,3741
570,3742
570,3743
570,3744
658,3745
658,3746
658,3747
658,3748
658,3749
658,3750
659,3751
659,3752
659,3753
659,3754
659,3755
659,3756
660,3757
660,3758
660,3759
660,3760
660,3761
660,3762
748,3763
748,3764
748,3765
748,3766
748,3767
748,3768
749,3769
749,3770
749,3771
749,3772
749,3773
749,3774
750,3775
750,3776
750,3777
750,3778
750,3779
750,3780
571,3781
571,3782
571,3783
571,3784
571,3785
571,3786
572,3787
572,3788
572,3789
572,3790
572,3791
572,3792
573,3793
573,3794
573,3795
573,3796
573,3797
573,3798
661,3799
661,3800
661,3801
661,3802
661,3803
661,3804
662,3805
662,3806
662,3807
662,3808
662,3809
662,3810
663,3811
663,3812
663,3813
663,3814
663,3815
663,3816
751,3817
751,3818
751,3819
751,3820
751,3821
751,3822
752,3823
752,3824
752,3825
752,3826
752,3827
752,3828
753,3829
753,3830
753,3831
753,3832
753,3833
753,3834
574,3835
574,3836
574,3837
574,3838
574,3839
574,3840
575,3841
575,3842
575,3843
575,3844
575,3845
575,3846
576,3847
576,3848
576,3849
576,3850
576,3851
576,3852
664,3853
664,3854
664,3855
664,3856
664,3857
664,3858
665,3859
665,3860
665,3861
665,3862
665,3863
665,3864
666,3865
666,3866
666,3867
666,3868
666,3869
666,3870
754,3871
754,3872
754,3873
754,3874
754,3875
754,3876
755,3877
755,3878
755,3879
755,3880
755,3881
755,3882
756,3883
756,3884
756,3885
756,3886
756,3887
756,3888
577,3889
577,3890
577,3891
577,3892
577,3893
577,3894
578,3895
578,3896
578,3897
578,3898
578,3899
578,3900
579,3901
579,3902
579,3903
579,3904
579,3905
579,3906
667,3907
667,3908
667,3909
667,3910
667,3911
667,3912
668,3913
668,3914
668,3915
668,3916
668,3917
668,3918
669,3919
669,3920
669,3921
669,3922
669,3923
669,3924
757,3925
757,3926
757,3927
757,3928
757,3929
757,3930
758,3931
758,3932
758,3933
758,3934
758,3935
758,3936
759,3937
759,3938
759,3939
759,3940
759,3941
759,3942
580,3943
580,3944
580,3945
580,3946
580,3947
580,3948
581,3949
581,3950
581,3951
581,3952
581,3953
581,3954
582,3955
582,3956
582,3957
582,3958
582,3959
582,3960
670,3961
670,3962
670,3963
670,3964
670,3965
670,3966
671,3967
671,3968
671,3969
671,3970
671,3971
671,3972
672,3973
672,3974
672,3975
672,3976
672,3977
672,3978
760,3979
760,3980
760,3981
760,3982
760,3983
760,3984
761,3985
761,3986
761,3987
761,3988
761,3989
761,3990
762,3991
762,3992
762,3993
762,3994
762,3995
762,3996
583,3997
583,3998
583,3999
583,4000
583,4001
583,4002
584,4003
584,4004
584,4005
584,4006
584,4007
584,4008
585,4009
585,4010
585,4011
585,4012
585,4013
585,4014
673,4015
673,4016
673,4017
673,4018
673,4019
673,4020
674,4021
674,4022
674,4023
674,4024
674,4025
674,4026
675,4027
675,4028
675,4029
675,4030
675,4031
675,4032
763,4033
763,4034
763,4035
763,4036
763,4037
763,4038
764,4039
764,4040
764,4041
764,4042
764,4043
764,4044
765,4045
765,4046
765,4047
765,4048
765,4049
765,4050
586,4051
586,4052
586,4053
586,4054
586,4055
586,4056
587,4057
587,4058
587,4059
587,4060
587,4061
587,4062
588,4063
588,4064
588,4065
588,4066
588,4067
588,4068
589,4069
676,4070
676,4071
676,4072
676,4073
676,4074
676,4075
677,4076
677,4077
677,4078
677,4079
677,4080
677,4081
678,4082
678,4083
678,4084
678,4085
678,4086
678,4087
766,4088
766,4089
766,4090
766,4091
766,4092
766,4093
767,4094
767,4095
767,4096
767,4097
767,4098
767,4099
768,4100
768,4101
768,4102
768,4103
768,4104
768,4105
589,4106
589,4107
589,4108
589,4109
589,4110
590,4111
590,4112
590,4113
590,4114
590,4115
590,4116
591,4117
591,4118
591,4119
591,4120
591,4121
591,4122
679,4123
679,4124
679,4125
679,4126
679,4127
679,4128
680,4129
680,4130
680,4131
680,4132
680,4133
680,4134
681,4135
681,4136
681,4137
681,4138
681,4139
681,4140
769,4141
769,4142
769,4143
769,4144
769,4145
769,4146
770,4147
770,4148
770,4149
770,4150
770,4151
770,4152
771,4153
771,4154
771,4155
771,4156
771,4157
771,4158
592,4159
592,4160
592,4161
592,4162
592,4163
592,4164
593,4165
593,4166
593,4167
593,4168
593,4169
593,4170
594,4171
594,4172
594,4173
594,4174
594,4175
594,4176
682,4177
682,4178
682,4179
682,4180
682,4181
682,4182
683,4183
683,4184
683,4185
683,4186
683,4187
683,4188
684,4189
684,4190
684,4191
684,4192
684,4193
684,4194
772,4195
772,4196
772,4197
772,4198
772,4199
772,4200
773,4201
773,4202
773,4203
773,4204
773,4205
773,4206
774,4207
774,4208
774,4209
774,4210
774,4211
774,4212
595,4213
595,4214
595,4215
595,4216
595,4217
595,4218
596,4219
596,4220
596,4221
596,4222
596,4223
596,4224
597,4225
597,4226
597,4227
597,4228
597,4229
597,4230
685,4231
685,4232
685,4233
685,4234
685,4235
685,4236
686,4237
686,4238
686,4239
686,4240
686,4241
686,4242
687,4243
687,4244
687,4245
687,4246
687,4247
687,4248
775,4249
775,4250
775,4251
775,4252
775,4253
775,4254
776,4255
776,4256
776,4257
776,4258
776,4259
776,4260
777,4261
777,4262
777,4263
777,4264
777,4265
777,4266
598,4267
598,4268
598,4269
598,4270
598,4271
598,4272
599,4273
599,4274
599,4275
599,4276
599,4277
599,4278
600,4279
600,4280
600,4281
600,4282
600,4283
600,4284
688,4285
688,4286
688,4287
688,4288
688,4289
688,4290
689,4291
689,4292
689,4293
689,4294
689,4295
689,4296
690,4297
690,4298
690,4299
690,4300
690,4301
690,4302
778,4303
778,4304
778,4305
778,4306
778,4307
778,4308
779,4309
779,4310
779,4311
779,4312
779,4313
779,4314
780,4315
780,4316
780,4317
780,4318
780,4319
780,4320
601,4321
601,4322
601,4323
601,4324
601,4325
601,4326
602,4327
602,4328
602,4329
602,4330
602,4331
602,4332
603,4333
603,4334
603,4335
603,4336
603,4337
603,4338
691,4339
691,4340
691,4341
691,4342
691,4343
691,4344
692,4345
692,4346
692,4347
692,4348
692,4349
692,4350
693,4351
693,4352
693,4353
693,4354
693,4355
693,4356
781,4357
781,4358
781,4359
781,4360
781,4361
781,4362
782,4363
782,4364
782,4365
782,4366
782,4367
782,4368
783,4369
783,4370
783,4371
783,4372
783,4373
783,4374
604,4375
604,4376
604,4377
604,4378
604,4379
604,4380
605,4381
605,4382
605,4383
605,4384
605,4385
605,4386
606,4387
606,4388
606,4389
606,4390
606,4391
606,4392
694,4393
694,4394
694,4395
694,4396
694,4397
694,4398
695,4399
695,4400
695,4401
695,4402
695,4403
695,4404
696,4405
696,4406
696,4407
696,4408
696,4409
696,4410
784,4411
784,4412
784,4413
784,4414
784,4415
784,4416
785,4417
785,4418
785,4419
785,4420
785,4421
785,4422
786,4423
786,4424
786,4425
786,4426
786,4427
786,4428
607,4429
607,4430
607,4431
607,4432
607,4433
607,4434
608,4435
608,4436
608,4437
608,4438
608,4439
608,4440
609,4441
609,4442
609,4443
609,4444
609,4445
609,4446
697,4447
697,4448
697,4449
697,4450
697,4451
697,4452
698,4453
698,4454
698,4455
698,4456
698,4457
698,4458
699,4459
699,4460
699,4461
699,4462
699,4463
699,4464
787,4465
787,4466
787,4467
787,4468
787,4469
787,4470
788,4471
788,4472
788,4473
788,4474
788,4475
788,4476
789,4477
789,4478
789,4479
789,4480
789,4481
789,4482
610,4483
610,4484
610,4485
610,4486
610,4487
610,4488
611,4489
611,4490
611,4491
611,4492
611,4493
611,4494
612,4495
612,4496
612,4497
612,4498
612,4499
612,4500
700,4501
700,4502
700,4503
700,4504
700,4505
700,4506
701,4507
701,4508
701,4509
701,4510
701,4511
701,4512
702,4513
702,4514
702,4515
702,4516
702,4517
702,4518
790,4519
790,4520
790,4521
790,4522
790,4523
790,4524
791,4525
791,4526
791,4527
791,4528
791,4529
791,4530
792,4531
792,4532
792,4533
792,4534
792,4535
792,4536
613,4537
613,4538
613,4539
613,4540
613,4541
613,4542
614,4543
614,4544
614,4545
614,4546
614,4547
614,4548
615,4549
615,4550
615,4551
615,4552
615,4553
615,4554
703,4555
703,4556
703,4557
703,4558
703,4559
703,4560
704,4561
704,4562
704,4563
704,4564
704,4565
704,4566
705,4567
705,4568
705,4569
705,4570
705,4571
705,4572
793,4573
793,4574
793,4575
793,4576
793,4577
793,4578
794,4579
794,4580
794,4581
794,4582
794,4583
794,4584
795,4585
795,4586
795,4587
795,4588
795,4589
795,4590
616,4591
616,4592
616,4593
616,4594
616,4595
616,4596
617,4597
617,4598
617,4599
617,4600
617,4601
617,4602
618,4603
618,4604
618,4605
618,4606
618,4607
618,4608
706,4609
706,4610
706,4611
706,4612
706,4613
706,4614
707,4615
707,4616
707,4617
707,4618
707,4619
707,4620
708,4621
708,4622
708,4623
708,4624
708,4625
708,4626
796,4627
796,4628
796,4629
796,4630
796,4631
796,4632
797,4633
797,4634
797,4635
797,4636
797,4637
797,4638
798,4639
798,4640
798,4641
798,4642
798,4643
798,4644
619,4645
619,4646
619,4647
619,4648
619,4649
619,4650
620,4651
620,4652
620,4653
620,4654
620,4655
620,4656
621,4657
621,4658
621,4659
621,4660
621,4661
621,4662
709,4663
709,4664
709,4665
709,4666
709,4667
709,4668
710,4669
710,4670
710,4671
710,4672
710,4673
710,4674
711,4675
711,4676
711,4677
711,4678
711,4679
711,4680
799,4681
799,4682
799,4683
799,4684
799,4685
799,4686
800,4687
800,4688
800,4689
800,4690
800,4691
800,4692
801,4693
801,4694
801,4695
801,4696
801,4697
801,4698
622,4699
622,4700
622,4701
622,4702
622,4703
622,4704
623,4705
623,4706
623,4707
623,4708
623,4709
623,4710
624,4711
624,4712
624,4713
624,4714
624,4715
624,4716
712,4717
712,4718
712,4719
712,4720
712,4721
712,4722
713,4723
713,4724
713,4725
713,4726
713,4727
713,4728
714,4729
714,4730
714,4731
714,4732
714,4733
714,4734
802,4735
802,4736
802,4737
802,4738
802,4739
802,4740
803,4741
803,4742
803,4743
803,4744
803,4745
803,4746
804,4747
804,4748
804,4749
804,4750
804,4751
804,4752
625,4753
625,4754
625,4755
625,4756
625,4757
625,4758
626,4759
626,4760
626,4761
626,4762
626,4763
626,4764
627,4765
627,4766
627,4767
627,4768
627,4769
627,4770
715,4771
715,4772
715,4773
715,4774
715,4775
715,4776
716,4777
716,4778
716,4779
716,4780
716,4781
716,4782
717,4783
717,4784
717,4785
717,4786
717,4787
717,4788
805,4789
805,4790
805,4791
805,4792
805,4793
805,4794
806,4795
806,4796
806,4797
806,4798
806,4799
806,4800
807,4801
807,4802
807,4803
807,4804
807,4805
807,4806
628,4807
628,4808
628,4809
628,4810
628,4811
628,4812
629,4813
629,4814
629,4815
629,4816
629,4817
629,4818
630,4819
630,4820
630,4821
630,4822
630,4823
630,4824
718,4825
718,4826
718,4827
718,4828
718,4829
718,4830
719,4831
719,4832
719,4833
719,4834
719,4835
719,4836
720,4837
720,4838
720,4839
720,4840
720,4841
720,4842
808,4843
808,4844
808,4845
808,4846
808,4847
808,4848
809,4849
809,4850
809,4851
809,4852
809,4853
809,4854
810,4855
810,4856
810,4857
810,4858
810,4859
810,4860
811,4861
811,4862
811,4863
811,4864
811,4865
811,4866
812,4867
812,4868
812,4869
812,4870
812,4871
812,4872
813,4873
813,4874
813,4875
813,4876
813,4877
813,4878
901,4879
901,4880
901,4881
901,4882
901,4883
901,4884
902,4885
902,4886
902,4887
902,4888
902,4889
902,4890
903,4891
903,4892
903,4893
903,4894
903,4895
903,4896
991,4897
991,4898
991,4899
991,4900
991,4901
991,4902
992,4903
992,4904
992,4905
992,4906
992,4907
992,4908
993,4909
993,4910
993,4911
993,4912
993,4913
993,4914
814,4915
814,4916
814,4917
814,4918
814,4919
814,4920
815,4921
815,4922
815,4923
815,4924
815,4925
815,4926
816,4927
816,4928
816,4929
816,4930
816,4931
816,4932
904,4933
904,4934
904,4935
904,4936
904,4937
904,4938
905,4939
905,4940
905,4941
905,4942
905,4943
905,4944
906,4945
906,4946
906,4947
906,4948
906,4949
906,4950
994,4951
994,4952
994,4953
994,4954
994,4955
994,4956
995,4957
995,4958
995,4959
995,4960
995,4961
995,4962
996,4963
996,4964
996,4965
996,4966
996,4967
996,4968
817,4969
907,4970
817,4971
907,4972
817,4973
907,4974
817,4975
907,4976
817,4977
907,4978
817,4979
907,4980
818,4981
818,4982
818,4983
818,4984
818,4985
818,4986
819,4987
819,4988
819,4989
819,4990
819,4991
819,4992
908,4993
908,4994
908,4995
908,4996
908,4997
908,4998
909,4999
909,5000
909,5001
909,5002
909,5003
909,5004
997,5005
997,5006
997,5007
997,5008
997,5009
997,5010
998,5011
998,5012
998,5013
998,5014
998,5015
998,5016
999,5017
999,5018
999,5019
999,5020
999,5021
999,5022
820,5023
820,5024
820,5025
820,5026
820,5027
820,5028
821,5029
821,5030
821,5031
821,5032
821,5033
821,5034
822,5035
822,5036
822,5037
822,5038
822,5039
822,5040
910,5041
910,5042
910,5043
910,5044
910,5045
910,5046
911,5047
911,5048
911,5049
911,5050
911,5051
911,5052
912,5053
912,5054
912,5055
912,5056
912,5057
912,5058
1000,5059
1000,5060
1000,5061
1000,5062
1000,5063
1000,5064
1001,5065
1001,5066
1001,5067
1001,5068
1001,5069
1001,5070
1002,5071
1002,5072
1002,5073
1002,5074
1002,5075
1002,5076
823,5077
823,5078
823,5079
823,5080
823,5081
823,5082
824,5083
824,5084
824,5085
824,5086
824,5087
824,5088
825,5089
825,5090
825,5091
825,5092
825,5093
825,5094
913,5095
913,5096
913,5097
913,5098
913,5099
913,5100
914,5101
914,5102
914,5103
914,5104
914,5105
914,5106
915,5107
915,5108
915,5109
915,5110
915,5111
915,5112
1003,5113
1003,5114
1003,5115
1003,5116
1003,5117
1003,5118
1004,5119
1004,5120
1004,5121
1004,5122
1004,5123
1004,5124
1005,5125
1005,5126
1005,5127
1005,5128
1005,5129
1005,5130
826,5131
826,5132
826,5133
826,5134
826,5135
826,5136
827,5137
827,5138
827,5139
827,5140
827,5141
827,5142
828,5143
828,5144
828,5145
828,5146
828,5147
828,5148
916,5149
916,5150
916,5151
916,5152
916,5153
916,5154
917,5155
917,5156
917,5157
917,5158
917,5159
917,5160
918,5161
918,5162
918,5163
918,5164
918,5165
918,5166
1006,5167
1006,5168
1006,5169
1006,5170
1006,5171
1006,5172
1007,5173
1007,5174
1007,5175
1007,5176
1007,5177
1007,5178
1008,5179
1008,5180
1008,5181
1008,5182
1008,5183
1008,5184
829,5185
829,5186
829,5187
829,5188
829,5189
829,5190
830,5191
830,5192
830,5193
830,5194
830,5195
830,5196
831,5197
831,5198
831,5199
831,5200
831,5201
831,5202
919,5203
919,5204
919,5205
919,5206
919,5207
919,5208
920,5209
920,5210
920,5211
920,5212
920,5213
920,5214
921,5215
921,5216
921,5217
921,5218
921,5219
921,5220
1009,5221
1009,5222
1009,5223
1009,5224
1009,5225
1009,5226
1010,5227
1010,5228
1010,5229
1010,5230
1010,5231
1010,5232
1011,5233
1011,5234
1011,5235
1011,5236
1011,5237
1011,5238
832,5239
832,5240
832,5241
832,5242
832,5243
832,5244
833,5245
833,5246
833,5247
833,5248
833,5249
833,5250
834,5251
834,5252
834,5253
834,5254
834,5255
834,5256
922,5257
922,5258
922,5259
922,5260
922,5261
922,5262
923,5263
923,5264
923,5265
923,5266
923,5267
923,5268
924,5269
924,5270
924,5271
924,5272
924,5273
924,5274
1012,5275
1012,5276
1012,5277
1012,5278
1012,5279
1012,5280
1013,5281
1013,5282
1013,5283
1013,5284
1013,5285
1013,5286
1014,5287
1014,5288
1014,5289
1014,5290
1014,5291
1014,5292
835,5293
835,5294
835,5295
835,5296
835,5297
835,5298
836,5299
836,5300
836,5301
836,5302
836,5303
836,5304
837,5305
837,5306
837,5307
837,5308
837,5309
837,5310
925,5311
925,5312
925,5313
925,5314
925,5315
925,5316
926,5317
926,5318
926,5319
926,5320
926,5321
926,5322
927,5323
927,5324
927,5325
927,5326
927,5327
927,5328
1015,5329
1015,5330
1015,5331
1015,5332
1015,5333
1015,5334
1016,5335
1016,5336
1016,5337
1016,5338
1016,5339
1016,5340
1017,5341
1017,5342
1017,5343
1017,5344
1017,5345
1017,5346
838,5347
838,5348
838,5349
838,5350
838,5351
838,5352
839,5353
839,5354
839,5355
839,5356
839,5357
839,5358
840,5359
840,5360
840,5361
840,5362
840,5363
840,5364
928,5365
928,5366
928,5367
928,5368
928,5369
928,5370
929,5371
929,5372
929,5373
929,5374
929,5375
929,5376
930,5377
930,5378
930,5379
930,5380
930,5381
930,5382
1018,5383
1018,5384
1018,5385
1018,5386
1018,5387
1018,5388
1019,5389
1019,5390
1019,5391
1019,5392
1019,5393
1019,5394
1020,5395
1020,5396
1020,5397
1020,5398
1020,5399
1020,5400
841,5401
841,5402
841,5403
841,5404
841,5405
841,5406
842,5407
842,5408
842,5409
842,5410
842,5411
842,5412
843,5413
843,5414
843,5415
843,5416
843,5417
843,5418
931,5419
931,5420
931,5421
931,5422
931,5423
931,5424
932,5425
932,5426
932,5427
932,5428
932,5429
932,5430
933,5431
933,5432
933,5433
933,5434
933,5435
933,5436
1021,5437
1021,5438
1021,5439
1021,5440
1021,5441
1021,5442
1022,5443
1022,5444
1022,5445
1022,5446
1022,5447
1022,5448
1023,5449
1023,5450
1023,5451
1023,5452
1023,5453
1023,5454
844,5455
844,5456
844,5457
844,5458
844,5459
844,5460
845,5461
845,5462
845,5463
845,5464
845,5465
845,5466
846,5467
846,5468
846,5469
846,5470
846,5471
846,5472
934,5473
934,5474
934,5475
934,5476
934,5477
934,5478
935,5479
935,5480
935,5481
935,5482
935,5483
935,5484
936,5485
936,5486
936,5487
936,5488
936,5489
936,5490
1024,5491
1024,5492
1024,5493
1024,5494
1024,5495
1024,5496
1025,5497
1025,5498
1025,5499
1025,5500
1025,5501
1025,5502
1026,5503
1026,5504
1026,5505
1026,5506
1026,5507
1026,5508
847,5509
847,5510
847,5511
847,5512
847,5513
847,5514
848,5515
848,5516
848,5517
848,5518
848,5519
848,5520
849,5521
849,5522
849,5523
849,5524
849,5525
849,5526
937,5527
937,5528
937,5529
937,5530
937,5531
937,5532
938,5533
938,5534
938,5535
938,5536
938,5537
938,5538
939,5539
939,5540
939,5541
939,5542
939,5543
939,5544
1027,5545
1027,5546
1027,5547
1027,5548
1027,5549
1027,5550
1028,5551
1028,5552
1028,5553
1028,5554
1028,5555
1028,5556
1029,5557
1029,5558
1029,5559
1029,5560
1029,5561
1029,5562
850,5563
850,5564
850,5565
850,5566
850,5567
850,5568
851,5569
851,5570
851,5571
851,5572
851,5573
851,5574
852,5575
852,5576
852,5577
852,5578
852,5579
852,5580
940,5581
940,5582
940,5583
940,5584
940,5585
940,5586
941,5587
941,5588
941,5589
941,5590
941,5591
941,5592
942,5593
942,5594
942,5595
942,5596
942,5597
942,5598
1030,5599
1030,5600
1030,5601
1030,5602
1030,5603
1030,5604
1031,5605
1031,5606
1031,5607
1031,5608
1031,5609
1031,5610
1032,5611
1032,5612
1032,5613
1032,5614
1032,5615
1032,5616
853,5617
853,5618
853,5619
853,5620
853,5621
853,5622
854,5623
854,5624
854,5625
854,5626
854,5627
854,5628
855,5629
855,5630
855,5631
855,5632
855,5633
855,5634
943,5635
943,5636
943,5637
943,5638
943,5639
943,5640
944,5641
944,5642
944,5643
944,5644
944,5645
944,5646
945,5647
945,5648
945,5649
945,5650
945,5651
945,5652
1033,5653
1033,5654
1033,5655
1033,5656
1033,5657
1033,5658
1034,5659
1034,5660
1034,5661
1034,5662
1034,5663
1034,5664
1035,5665
1035,5666
1035,5667
1035,5668
1035,5669
1035,5670
856,5671
856,5672
856,5673
856,5674
856,5675
856,5676
857,5677
857,5678
857,5679
857,5680
857,5681
857,5682
858,5683
858,5684
858,5685
858,5686
858,5687
858,5688
859,5689
946,5690
946,5691
946,5692
946,5693
946,5694
946,5695
947,5696
947,5697
947,5698
947,5699
947,5700
947,5701
948,5702
948,5703
948,5704
948,5705
948,5706
948,5707
1036,5708
1036,5709
1036,5710
1036,5711
1036,5712
1036,5713
1037,5714
1037,5715
1037,5716
1037,5717
1037,5718
1037,5719
1038,5720
1038,5721
1038,5722
1038,5723
1038,5724
1038,5725
859,5726
859,5727
859,5728
859,5729
859,5730
860,5731
860,5732
860,5733
860,5734
860,5735
860,5736
861,5737
861,5738
861,5739
861,5740
861,5741
861,5742
949,5743
949,5744
949,5745
949,5746
949,5747
949,5748
950,5749
